char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price,class,plate_no_length,similar_digits,sepcial_date,saudi_tribes,One Digit,Two Digits (Same),Two Digits (Different),Three Digits (Same),Three Digits (Different),Four Digits (Same),Four Digits (Different),emergency_no,in_order,reversed_order,same_middles_no,plaindromic_no,same_first_last_no,same_two_sides,one_digit_zero,one_digit_one,one_digit_two,one_digit_three,one_digit_four,one_digit_five,one_digit_six,one_digit_seven,one_digit_eight,one_digit_nine
م   س   ا,A   S   Z,م,س,ا,Z,S,A,16,30000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ر   م,Z   R   J,ح,ر,م,J,R,Z,80,18000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ه   ط,T   H   R,ر,ه,ط,R,H,T,309,2800,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ص   ب,B   X   A,ا,ص,ب,A,X,B,3999,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
و   ق   و,U   G   U,و,ق,و,U,G,U,654,5000,,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   د   و,U   D   U,و,د,و,U,D,U,995,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ح   ص   ه,H   X   J,ح,ص,ه,J,X,H,165,6500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ع   د,D   E   S,س,ع,د,S,E,D,2,85000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ا   ر   ب,B   R   A,ا,ر,ب,A,R,B,911,5000,,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   د   ب,B   D   A,ا,د,ب,A,D,B,414,6000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
و   و   ن,N   U   U,و,و,ن,U,U,N,949,100000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ب   د   ر,R   D   B,ب,د,ر,B,D,R,4795,19000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ق   س,S   G   R,ر,ق,س,R,G,S,17,13000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,888,15000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ى   و   ن,N   U   V,ى,و,ن,V,U,N,999,13000,,3,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ر   ع   ب,B   E   R,ر,ع,ب,R,E,B,93,17000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ك   ر,R   K   U,و,ك,ر,U,K,R,44,18000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ه   ل   د,D   L   H,ه,ل,د,H,L,D,130,20000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ل   و,U   L   H,ه,ل,و,H,L,U,11,19000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ح   ر   ب,B   R   J,ح,ر,ب,J,R,B,3614,35000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ص   ل,L   X   B,ب,ص,ل,B,X,L,4800,4500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع   ل   م,Z   L   E,ع,ل,م,E,L,Z,40,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   ل   م,Z   L   E,ع,ل,م,E,L,Z,41,14000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ر   ب,B   R   J,ح,ر,ب,J,R,B,3614,25000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   س   م,Z   S   Z,م,س,م,Z,S,Z,23,25000,,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   و   د,D   U   A,ا,و,د,A,U,D,2223,6000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ط   ى,V   T   J,ح,ط,ى,J,T,V,8149,85000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   ه   د,D   H   E,ع,ه,د,E,H,D,203,150000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ص   و,U   X   S,س,ص,و,S,X,U,777,23000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ح   ل   ى,V   L   J,ح,ل,ى,J,L,V,2110,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   و   ر,R   U   N,ن,و,ر,N,U,R,722,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   د   س,S   D   A,ا,د,س,A,D,S,5000,7500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   ك   م,Z   K   A,ا,ك,م,A,K,Z,500,37000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ب   ب   ب,B   B   B,ب,ب,ب,B,B,B,5445,35000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
س   ص   ق,G   X   S,س,ص,ق,S,X,G,7,70000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ك   م   م,Z   Z   K,ك,م,م,K,Z,Z,323,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ط   ل   و,U   L   T,ط,ل,و,T,L,U,444,14000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ه   ك   ر,R   K   H,ه,ك,ر,H,K,R,79,11000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ب   ب,B   B   D,د,ب,ب,D,B,B,5445,11111,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
ر   س   س,S   S   R,ر,س,س,R,S,S,2229,4500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ن   ر,R   N   U,و,ن,ر,U,N,R,906,5000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ه   س,S   H   A,ا,ه,س,A,H,S,2025,9000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   د   ر,R   D   S,س,د,ر,S,D,R,13,17500,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ن   ى,V   N   H,ه,ن,ى,H,N,V,38,15000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   م   م,Z   Z   B,ب,م,م,B,Z,Z,8882,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ل   ر,R   L   A,ا,ل,ر,A,L,R,3388,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
د   س   م,Z   S   D,د,س,م,D,S,Z,14,60000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   م   ح,J   Z   U,و,م,ح,U,Z,J,5,150000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ح   د   ص,X   D   J,ح,د,ص,J,D,X,1505,1000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ك   ى   ط,T   V   K,ك,ى,ط,K,V,T,6,650000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ا   س   د,D   S   A,ا,س,د,A,S,D,369,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط   ل   و,U   L   T,ط,ل,و,T,L,U,444,14000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ن   ص   ن,N   X   N,ن,ص,ن,N,X,N,288,4000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
د   م   م,Z   Z   D,د,م,م,D,Z,Z,5855,9600,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
ا   و   ع,E   U   A,ا,و,ع,A,U,E,2024,5000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ل   ع,E   L   D,د,ل,ع,D,L,E,1370,5000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ق   ر   ص,X   R   G,ق,ر,ص,G,R,X,56,10000,,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ر   ل,L   R   D,د,ر,ل,D,R,L,2003,6000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ا   د,D   A   B,ب,ا,د,B,A,D,101,21000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,3064,12500,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ك   ر,R   K   U,و,ك,ر,U,K,R,332,11000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ل   ب   ى,V   B   L,ل,ب,ى,L,B,V,77,22000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ه   د   ب,B   D   H,ه,د,ب,H,D,B,515,32000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ص,X,ص,,,X,,,8,90000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
